,Date,User,Tweet,hashtag,text,Segmented#
286,2023-02-22 17:00:36+00:00,narendramodi,"Chaired a PRAGATI session today. Key infrastructure works worth over Rs. 41,500 crores were reviewed. We also reviewed aspects relating to Amrit Sarovar projects. Highlighted the need to increase usage of PM GatiShakti portal to plan for infra projects. https://t.co/Rp4lDvALNC",[],"['chaired', 'pragati', 'session', 'today', 'key', 'infrastructure', 'work', 'worth', 'r', 'crore', 'reviewed', 'also', 'reviewed', 'aspect', 'relating', 'amrit', 'sarovar', 'project', 'highlighted', 'need', 'increase', 'usage', 'pm', 'gatishakti', 'portal', 'plan', 'infra', 'project']",
287,2023-02-22 03:43:07+00:00,narendramodi,More airports and better connectivity…the aviation sector is bringing people closer and boosting national progress.,[],"['airport', 'better', 'connectivitythe', 'aviation', 'sector', 'bringing', 'people', 'closer', 'boosting', 'national', 'progress']",
288,2023-02-22 03:42:45+00:00,narendramodi,Very good!,[],['good'],
289,2023-02-22 03:42:20+00:00,narendramodi,Congratulations to the MP colleagues who will be conferred the Sansad Ratna Awards. May they keep enriching parliamentary proceedings with their rich insights.,[],"['congratulation', 'mp', 'colleague', 'conferred', 'sansad', 'ratna', 'award', 'may', 'keep', 'enriching', 'parliamentary', 'proceeding', 'rich', 'insight']",
290,2023-02-22 03:41:49+00:00,narendramodi,Commendable effort to further sustainable growth and eco-tourism.,[],"['commendable', 'effort', 'sustainable', 'growth', 'ecotourism']",
291,2023-02-22 03:41:26+00:00,narendramodi,मुझे विश्वास है कि इससे अपने परिवेश को स्वच्छ रखने के लिए लोगों के बीच जागरूकता बढ़ेगी। इसके साथ ही वे स्वच्छता से जुड़े प्रयासों के लिए प्रेरित होंगे।,[],[],
292,2023-02-21 11:54:43+00:00,narendramodi,"Today is a special day for India-Singapore friendship and for our efforts to deepen collaboration in FinTech and innovation. The participation of my friend, PM @leehsienloong made this morning's programme even more special.",[],"['today', 'special', 'day', 'indiasingapore', 'friendship', 'effort', 'deepen', 'collaboration', 'fintech', 'innovation', 'participation', 'friend', 'pm', 'made', 'mornings', 'programme', 'even', 'special']",
293,2023-02-21 08:38:48+00:00,narendramodi,"I urge you all, particularly youngsters to take part in this unique endeavour to showcase India’s great tourism potential. 

https://t.co/vCYiFlZUrV",[],"['urge', 'particularly', 'youngster', 'take', 'part', 'unique', 'endeavour', 'showcase', 'india', 'great', 'tourism', 'potential']",
294,2023-02-21 05:41:29+00:00,narendramodi,A new milestone in India-Singapore relations as we link real-time digital payments systems. 🇮🇳 🇸🇬 https://t.co/SubBSNyMO8,[],"['new', 'milestone', 'indiasingapore', 'relation', 'link', 'realtime', 'digital', 'payment', 'system']",
295,2023-02-21 05:14:55+00:00,narendramodi,I will always remember this interaction with those who took part in ‘Operation Dost.’ https://t.co/RYGDuEn6wW,[],"['always', 'remember', 'interaction', 'took', 'part', 'operation', 'dost']",
296,2023-02-21 05:01:41+00:00,narendramodi,खेल-खेल में पढ़ाई का भरपूर आनंद! यह #JaaduiPitara बाल मन में एक नया जोश और रंग भरने वाला है।,['JaaduiPitara'],[],jaadui pitara
297,2023-02-21 05:01:17+00:00,narendramodi,माननीय लोकसभा अध्यक्ष जी की ओर से एक प्रेरक पहल! स्वस्थ मां और शिशु के साथ ही इसमें पूरे परिवार की समृद्धि निहित है और यही तो एक सशक्त समाज की आधारशिला है।,[],[],
298,2023-02-20 17:01:04+00:00,narendramodi,"Furthering India-Singapore collaboration through digital payment systems. 

At 11 AM tomorrow, 21st February, Real-time Payment Systems Linkage between the two countries would be launched. https://t.co/ACi1ypp48R",[],"['furthering', 'indiasingapore', 'collaboration', 'digital', 'payment', 'system', 'tomorrow', 'st', 'february', 'realtime', 'payment', 'system', 'linkage', 'two', 'country', 'would', 'launched']",
299,2023-02-20 15:25:48+00:00,narendramodi,आपका ये अनुभव हर किसी को उत्साहित करने वाला है। ‘आदि महोत्सव’ की इस अद्भुत छटा का हर किसी को आनंद लेना चाहिए।,[],[],
300,2023-02-20 15:09:04+00:00,narendramodi,India is always ready to help those facing humanitarian challenges. https://t.co/55L9MqUV81,[],"['india', 'always', 'ready', 'help', 'facing', 'humanitarian', 'challenge']",
